score	content	date	label	app	pred_label
1	당일취소 논란땜에 삭제요	2023-05-13	0	yanolja	0
2	앱이 졸라 느림	2024-01-26	0	yanolja	0
1	야놀자 쓰레기임. 절대 쓰지 마세요. 환불 필요하거나 하면 법적으로 가능한데도 외주 상담업체가 절대 안해주려고 함. 쓰다보면 환불이나 날짜변경 할 일이 안생길 수가 없는데 절대 안해주고 돈 날로 먹으려고 합니다. 상담업체가 그렇게 교육시키는듯.	2021-12-05	0	yanolja	0
1	건의내용 남길곳이 없어 여기에 남깁니다. 상담센터가 몇명인지 모르겠는데 연결이 너무 안되네요. 새벽 3시까지 한다고는 하지만 저녁시간은 물론 새벽 1시에도 연결이 안되는건 몇명이서 운영을 하기에 그런건가요? 연결 대기는 왜 계속 안하고 3분 정도 후에 끊어버리는지? 업체 과실로 만실이라며 당장 이틀 뒤 숙박예약 취소 통보 받았는데 연결도 안되니 홧병날뻔 했습니다. 업체 과실로 숙박이 불가능할 경우에도 업체가 숙박에 대한 책임을 지게 해야지. 야놀자가 중간에서 안심보상인지 뭔 포인트로 소비자한테 책임을 전가하는게 이해도 안되구요ㅎ 연락이 너무 안돼서 새벽 2시반 늦은 시간에 연락했고, 김승재 상담원님 덕분에 잘 해결은 됐습니다만. 중간 과정에서 진짜 열받았어요. 대뜸 낼모레 예약 취소 통보에, 고객센터 연결은 되지도 않고, 업체 과실인데 포인트로 퉁치려는 규정까지 정말 실망이었습니다. 고객센터 운영 및 업체 과실규정에 대해 다시 한 번 검토해주셨으면 하네요. 1년이 지나도 변한건없네요	2021-05-03	0	yanolja	0
1	야놀자 티메프사태에 포인트 준다고 홍보하던데 정말 어이가 없네요 사태초반에 취소눌러서 환불못받고 당한사람들은 제외라니! 뒷짐지고 있다가 이제서야 포인트로 지급해준다고 착한척하기는 실망입니다 브랜드 신뢰성이 최악이네요 이번휴가는 코앞이라 위메프에서 환불못받고도 야놀자에서 재결제했지만 이후 손절할래요	2024-07-27	0	yanolja	0
3	괜찮아요	2020-08-18	0	yanolja	1
1	0점이 없다는게 아쉬울정도로 환불정책이 이상하게 되어있음 ^^ 상담문의를 해도 답은 10분이 지나도록 오지도 않고 늦게오는데 나는 3분이내에 답을 안하면 종료됨 ...결국 돌아오는 답변하나 없네	2020-09-09	0	yanolja	0
1	아니 잘못예약해서 취소할려니 취소도안되 카톡은 전화로 하라하고 전화하니 상담원 저나를 받아야 연럭하지 사람가지고 장난치는것도아니고 전화선뽑아놓으셨나요 10번이상 한시간동안 전화해도 안받을꺼면 전화상담실왜 만들어놓으셨나요	2021-06-01	0	yanolja	0
1	누가봐도 망해가는게 느껴집니다.	2023-12-16	0	yanolja	0
1	이틀전에 취소하려해도 규정이라고 수수료 100프로 박아버리고 취소불가해놓는거 ㄹㅇ 별로. 호텔에 직접 전화했을땐 24시간 이전이면 괜찮을거라고 하는데 야놀자에서 걍 막네요 후불예약 가능한 다른 플랫폼쓰시길. 오늘이후로 탈퇴하고 삭제함	2021-10-28	0	yanolja	0
1	역시 나만그런게아니군여 이거 모두가그런거였어 당일취소 / 회사 잘못은 사용자탓 내가겪었던일이 여기 댓글에다써있네 진짜 개판	2021-09-09	0	yanolja	0
2	ㄴㅂㅇ스	2021-08-05	0	yanolja	0
1	리뷰 지우지마라 환불해주는게 그렇게어렵나? 무튼 본사쳐들어가야겠다	2022-03-30	0	yanolja	0
1	숙박 서비스 하나도 제대로 못하면서 뭔 플랫폼을 그리 넓히려고 하는지 ?	2021-09-06	0	yanolja	0
3	요즘 왜 맨날 오류 뜸? 삼십분째 안들가지너	2020-01-31	0	yanolja	0
1	고속버스만 예매가능한데, 녹색포탈에 시외버스도 예매가능한 것처럼 허위광고를 하고 있네. 야놀자는 시외버스예매 안됩니다. 사용자들 주의하세요.	2022-10-28	0	yanolja	0
2	가려는지점 근처로 찾으려니 지금있는 위치 근방만 오지게 뽑아주는 이상한 앱	2022-02-25	0	yanolja	0
1	예약중에 룸 컨디션 확인하러 나온 사이에 날짜가 바뀌어서 헛돈 날렸네요 후 숙소 예약 알림은 최소한의 날짜 시간 숙소명 등 기본적인 정보를 기재해주시면 좋을 것 같습니다 알림 바뀐줄도 모르고 기존에 전일이나 당일에 알림받고 갔던 생각으로 기다리다가 뒤통수 시게 맞았네요 어플 유지보수가 필요해보입니다	2021-07-17	0	yanolja	0
3	좋아요	2020-12-05	0	yanolja	1
1	플랫폼과 업체측의 잘못으로 일방적으로 사용불가로 환불하라니... 무슨이런경우가.. 휴가앞두고 정말 별로네 삭제한다.	2022-07-13	0	yanolja	0
1	아왜어플이 계속 꺼지는거야 지웠다 다시깔아도 안되고아오 개짜증나	2020-04-28	0	yanolja	0
1	예약은 되나 취소가 절대 안되는 앱 그냥 안쓰렵니다 배짱장사 두둑히 하시네요^^	2020-08-20	0	yanolja	0
1	갑자기 무슨 밀크연동임...	2021-04-11	0	yanolja	0
1	환불 안 해주고 책임전가하네요	2021-09-04	0	yanolja	0
3	쓸만합니다.근데 이제 싼건 잘모르겠음	2020-04-23	0	yanolja	0
1	탈퇴한적이없는데 기존메일로 다시가입하려니까 가입할수없다고 거절하고. 카톡으로 가입하려니까 또 메일쓰라그러고. 비빈찾기하니가 또 메일쓰래... 아짜증나.. 상담사문의하니 프로그램상오류가 앞으로 개선해나가겠다는 말뿐. 새로운 메일아이디파서 다시가입하란다. 짜증난다 진짜짜증난다.	2023-01-12	0	yanolja	0
1	야놀자 예약후 계획다잡아놓고 가면 숙소취소됨ㅋㅋ 다른숙소알아봐준다 해놓고 구데기만알아줌 환불은 몇시간동안 싸워야 겨우해주는데 수수료는때고해줌 결론 중고차허위매물 하고 똑같음 그냥 수수료먹튀어플ㅋㅋ 리뷰별점많이주고 좋게써주는사람들 95%가 야놀자직원 지인이나 알바들임ㅋㅋ속지마세요	2022-11-06	0	yanolja	0
1	호텔 예약 후 취소 안되고 불편합니다.	2021-08-29	0	yanolja	0
1	고객센터에 문의하지 마세요 어차피 들어주는거 하나도 없고 뭐든 다 안된다고 하니까 그냥 다른 어플 쓰세요	2022-09-08	0	yanolja	0
1	야놀자 쓰지 마세요. 간편로그인으로 자주 이용했던 유저입니다. 전화번호 로그인으로 이용하다 보니 아이디와 비밀번호를 알 수 없는 상황이라 개인정보 수정이 안되더라고요.(비밀번호를 입력해야 함) 그래서 아이디와 비밀번호를 찾아보려 했지만 어플에서는 고객센터로 문의달라는 말밖에 없었고 고객센터로 문의하니 아이디찾기가 아예 불가능하다고 하셨습니다. 비밀번호찾기는 아이디가 있어야 한다고 하셨고요. 전화번호, 가입한 메일 등이 있어도 아이디를 못 찾는다는 겁니다. 그럼 탈퇴는 할 수 있냐 하니까 그것도 안 된답니다. 제 아이디고, 간편로그인도 할 수 있는데 제가 제 정보를 볼 수 없다니요. 아이디를 찾으려면 고객센터로 문의하라는 말을 써놓고 문의하니 불가능하다하면 어쩌라는 겁니까.. 유저 기만도 아니고.	2022-07-10	0	yanolja	0
1	후기관리하는 야놀자 입니다 후기를 사실대로 적었는데 가맹점이 요청하면 후기를 안보이게 관리해주내요 그럼 이용자는 후기를 보고 가서 후회할수도있는데 그래도 야놀자는 후기가 사실이어도 30일 동안 바로 안보이게 해준다내요 다들 후기 관리하니 야놀자 조심하세요 챗내용도 공유하고 싶내요 후기관리 야놀자	2024-04-02	0	yanolja	0
1	아니 금요일 입실인데 수요일날 예약취소가 불가능 한게 말이 됩니까?	2020-08-19	0	yanolja	0
1	솔직히 리뷰 0점별 주고 싶어요. 첨에도 써봤지만 환불도 안해주고 계속 말돌리는 부분도 있음 그땐 7통화도 넘게 했습니다. 이게 앱사용 하시면 돈날라갑니다. 기분도 안좋아짐 재가 악플 단거는 세상살며 첨이네요.	2023-07-11	0	yanolja	0
3	야놀자 앱 들어가면 첫화면 쿠폰팩이니 엄청크게 광고하는데 정작 지금 이시기에 해야할껀 광고가 아니라 그자리에 객실정원이상 예약불가라고 떠야 맞는 그림이 아닌가요 국민들이나 제휴점상대로 이만큼 성장했으면 이 시국만큼은 야놀자도 동참해야 한다 생각합니다. 야놀자는 미성년자도 예약가능합니다. 문제가 있는부분 아닌가요? 주식상장 할 만큼 컷으면 그 정도 값어치는 해야 합니다. 성인인증없이 비로그인예약(미성년자가능) 사회적 거리두기 객실정원이상 금지 (야놀자는 정원 상관없이예약가능) 인원 기입란을 만들어야죠!	2021-07-14	0	yanolja	0
1	불리한 리뷰는 막 숨겨주는데 그럼 누가 리뷰를 믿고 갈까요? 걍 어플 지우렵니다	2023-11-03	0	yanolja	0
1	불친절	2021-12-25	0	yanolja	0
1	야놀자만 사용중이였는데 이제 슬슬 빡쳐서 다른 앱도 이용해야 할거같다.. 아침에 당일숙박 예약했는데 1시간 10분만에 취소하려고 전화했는데 1시간이 오바되서 취소가 안돼?? 오전 9시반에?? 숙박예약이?? 저녁될려면 한참 멀었는데????? 야 그럴거면 상담원 쓰지말구 kt ai상담시스템을 쓰시죠.. 단호하게 도움을 못드릴거 왜 사람을 쓰냐.. ai시스템 갖출려니 소비자보호법이 무섭긴 하지? 너희만의 리그 너희만의 규정으로 입력하려니?	2022-03-10	0	yanolja	0
1	결제하면 포인트 쌓이는거아님? 왜 단한번도 1포인트도 안쌓이는거임? 그럼 왜 굳이 야놀자로 결제함? 진짜 양심1도없네	2021-06-30	0	yanolja	0
3	조아	2020-06-22	0	yanolja	0
1	비밀번호 다음에 변경하기를 누르면 알수없는 에러가 나오고 변경을 눌러도 알수없는 에러가 나오고 뒤로가기를 해도 알수없는 에러가 뜨면 어떻게 사용하라고 그러는 건가요?	2021-05-07	0	yanolja	0
1	역대 최악의 어플 환불도 안해줘 고객센터는 왜 있는지 3일동안 전화만 수십통했는데 받지를 않아 도대체 호텔측에서 왜 환불이 안돼는건지 이해를 할 수 없음.호텔측에서 전화해서 환불/취소 물어보면 고객센터로 전화하라는데 전화도 받지않음	2020-08-27	0	yanolja	0
1	크리스마스 이브 예약을 당일 전날 일방적으로 캔슬하는 업소에 대한 어떠한 제재도 없는 곳 이 어플을 믿고 쓸 이유가 없습니다	2021-12-23	0	yanolja	0
1	진짜 싫어요.	2022-05-21	0	yanolja	0
1	아니 리뷰 남기고 포인트 받으려 하는데 아예 창이 안뜨네 돈받고 일하는거 맞냐	2021-06-13	0	yanolja	0
1	평이 너무 나빠서 탈퇴 지난 글들 평이 최악이구만유	2024-08-15	0	yanolja	0
1	토요일 성신여대에 입실이 4시부터 인곳이 있어서 예약함 6시쯤 갔는데 앞에 사람들 몇팀이 열받은채로 못들어가고 기다리고있길래 뭔가 싶어서 물어보니 지금 방없다고 7시쯤 오면 안되냐고 하네요?ㅎㅎㅎㅎㅎㅎ 방없음 예약은 왜받고 안되면 미리 전화나 주던지...????? 하...주말인데 너무 열받아서 바로 취소처리해달라니까 야놀자에서 취소처리 도와준다고는 하는데 고객센터 상담원이 잘못이야 없죠 근데 당일취소고 다른곳에 얼마든지 예약할수있는 상황이리 야놀자에서는 책임이 없단식으로 말하시더라구요? 그분이 응대를 잘못하는건지 원래 메뉴얼이 그런건지 제가 원해서 취소한게 아니잖아요? 방이없어서 취소당한건데요? 왔다갔다 시간날리고 다른데 찾고..열받고 이번사건으로 야놀자 다시봤는데 역시나 취소관련 안좋은 후기가 정말 많네요 평소 야놀자 이용 자주하는데 고객들에게 신뢰도 떨어지는 행동좀 하시맙시다 또 그러면 갈아타려고요	2020-03-28	0	yanolja	0
1	강호동 광고 그만나왓으면 정말 지겹다 야놀자해만 도대체 몇번을 우려먹냐 보는데 지겨워서 짜증남 재밋게라도 만들던가... 식상함	2022-07-29	0	yanolja	0
1	이앱쓰레기였네	2023-08-01	0	yanolja	0
1	예약하기는 좋긴한데 코로나로 인한 취소 이야기 했으나 규정 이야기만 반복하면서 되는게 없음 개인예약은 날짜변경및 취소부분도 더 이해해주는듯해요 여기서 검색해서 예약할곳으로 직접 연락해서 하는게 좋을듯	2022-03-10	0	yanolja	0
1	점검시간 7시까지래서 기다렸더니 갑자기 8시까지로 바뀌어있고 8시까지 또 기다렸더니 이번엔 8시 30분으로 변경되어있네요 공지는 폼으로 올리시는지요 이럴거면 그냥 언제끝날지 모른다고 공지를 하시지 그럽니까	2020-10-22	0	yanolja	0
1	업데이트 후 필터 목록(계곡인접,개별바베큐 등등)이 너무 줄어들어서 맘에드는 펜션 찾기가 더 오래걸려서 불편해요 다시 이전으로 바꿔주세요	2024-06-26	0	yanolja	0
1	버스터미널 직원입니다 야놀자 제휴한지 하루밖에 되지않아 인터넷에 도움이 될만한정보도없고 손님중에 이용에 어려움을 겪는분이 많아 안내를 위해 제가 직접써보고자 어플을 받았는데 앱오류로 휴대폰인증 문자가 안와 5번이상 눌러 더이상 조회를 할 수 없게되서 상담을위해 연락드렸는데 오후3시부터 22시가넘은 지금까지 업무중틈틈이 연락을 드렸는데 전화상담 연락이 안되네요 (상담시간 0900~0300 연중무휴) 카톡은 몆시간째 묵묵부답이고... 이제 짜증나다 못해 지쳐가서 글좀 남깁니다. [식당에서 음식을 잘해야 장사가 잘돼듯이 서비스업종이면 서비스가 잘되야 흥하겠죠?] 제발 기본은 지켜주셨으면 좋겠습니다.	2021-07-31	0	yanolja	0
1	가입이 안돼고 로그인도 안돼는데 쿠폰을 어떻게 받아	2023-03-19	0	yanolja	0
3	좋아요 그런데 별로 인 모텔 호텔들도 있고 운영하시는 사장분들이 불친절한분들도 좀 있네요	2020-11-25	0	yanolja	1
1	최저가 보장이라고해서 1달전쯤 예약했는데 전날쯤 되니까 가격이 내려갓더라구요 첨부파일 보내면 보상해준대서 첨부파일을 보내도 아무런 조취도 없고 답신도 없음ㅋㅋㅋㅋ	2023-06-16	0	yanolja	0
1	상담하려면 최소 40분이상 걸림	2021-05-22	0	yanolja	0
3	편리함	2020-06-26	0	yanolja	1
1	야놀자로 레저 이용하지마세요. 웨이크보드 티켓 구매하고 업체 갔는데 현장에서 사람 많아서 사용 불가하다고 거절당했습니다. 유의사항이나 공지사항에는 당일 현장상황으로 인해 사용 불가 할수도있기 때문에 먼저 연락 하고 방문해라 그런말도 없었고 덕분에 주말에 왕복 8시간거리를 헛수고해서 갔네요. 대부분 야놀자로 레저한 곳 사람 엄청 많아서 사용 못할거같으니 야놀자로 레저 이용해서 피해보지마세요	2021-08-02	0	yanolja	0
1	별로	2022-06-14	0	yanolja	0
1	조금있으면 여행인데 갑자기 연락와서. 숙박업소 가격오등록으러 취소안내차 연락? 아무 보상도 없으먼서 갑자스럽게. 이래. 취소하먼 저희는 뭐. 길바닥에서 누워 자라는 말씀인지요?ㅎㅎ. 숙박앱에서 일할테니 숙소 다 찬거 모를일도없을거고. 어째 하라는건지.. 그리고 예약했던데는. 제약을 끊어 다시 예약안할수도 없다... 그렇다고. 끊을때 바로 연락 준것도 아닌거같고... 뭐 너희가 자는거지 우리가 자는거냐 이런식인지요 ㅎ? 물론 상담할때. 좋은게 좋다고. 말은 안했는데 생각할수럭 얼탱이가 없네요 ㅎ. 빨리 숙소다시 잡아야하는데. 환불금액은 아직 안들어오고 ㅎㅎ. 최소. 빨리 연락이라도 취했다면. 화라도 안냈을건데말입니다^_^ ? 근데. 숙소에 확인해보니. 펜션이라고 올려져 펜션 야놀자 그걸 끊은거고. 호텔은 여전히 야놀자로 하고있다고 하네요 ㅎ. 그럼 최소 호텔은 하니 그쪽으러 예약하라고 안내라도 해야되는거 아닌거요..ㅎ.... 거기는 미안하다 하면끝이긴하죠?	2022-10-26	0	yanolja	0
1	리뷰들보니 절대걸러야겠군	2021-01-08	0	yanolja	0
1	서비스 센타 불친절함. 무조건 고객문제이니 조심할 것	2022-07-29	0	yanolja	0
3	법인카드도 결재할수 있게 개선했으면 합니다.	2021-04-05	0	yanolja	1
1	1년에 호텔예약 평균 40건 이상 합니다. 여러가지 사이트를 이용하는데, 야놀자는 1년에 2~3건 밖에 예약 안함. 뭐가 계산적이고, 뭐가 최저가인줄 모르겠음. 이벤트도 정확히 알기 어렵고 이번 네고왕 이벤트는 역대최악. 여기어때 네고왕때는 선착순 쿠폰 받기 수월했는데 야놀자 네고왕은 당첨이 안됨. 예약/랜덤 추첨으로인해 쿠폰이 필요하지도 않은 사람에게 배분되는꼴.	2023-04-25	0	yanolja	0
1	어플내 후기가 호평일색이어서 예약함. 그런데 담배 쩔은내 저세상 룸 컨디션. 아... 숙박어플계의 용팔이구나... 식겁하고 탈퇴합니다.	2022-09-13	0	yanolja	0
1	3시간전 예약하고 방문했는데 예약한 객실이 이미 매진되었다고하여 확인차 야놀자에 전화했더니 30분넘게 연락도 안되고 상담원 카톡도안되고 길거리에서 계속 대기... 수십통 시도한끝에 겨우 연결되었는데 취소는 해주겠다네요 참나 늦은시간이라 어쩔수없이 근처 비싼 숙소잡았네요 뭐 이런경우가 다 있는지 어이가없네요.	2021-06-17	0	yanolja	0
1	열 개뻗치게 만드네 진짜 고객센터가 왜 존재하는지도 모르겠고 익일 03시까지 업무라면서 계속 모든 상담원 통화중이라고 안내멘트 나오는데 개뿔 전화통 다 때려 부수고싶네	2021-05-13	0	yanolja	0
1	예약하고 몇시간뒤 취소해야될상황이 있엇음. 취소하려햇더니 취소가안되서 상담원과 카톡상담진행됨. 이것저것묻고 왜취소하려하냐고 묻길래 대답햇는데 결론은 안된다엿음. 처음부터 안된다햇으면 덜기분나빳을텐데. 숙소예약정보랑 이름 연락처 다 적고 취소사유까지말햇는데 안된다길래. 쓸대없는 질문받은 시간이 아깝고. 아고다할껄후회됨..700원차이났고 무료취소였는데 비교가 많이되서 야놀자 어플이용안하기로 결심함.	2024-06-14	0	yanolja	0
1	괜찮음	2020-07-23	0	yanolja	1
1	항상 감사한 마음입니다...☆	2020-10-05	0	yanolja	0
1	야놀자 설치도 안되있도 최근에 쓴적도 없는데 갑자기 카톡으로 인증번호가 날라왔는데 어떻게 된건가요??	2020-04-05	0	yanolja	0
1	1점도 주기 아까운 돈독만 잔뜩 있는 어플 코로나 잠잠하던 시기에(정부에서 여행권장하던 시기에) 숙소 예약했다가 여행 가기 이틀전에 집단감염 터져서 나라에서도 외출 여행 자제하라해서 숙소취소했는데 수수료 50%넘게 떼감.. 환불규정에 천재지변의 경우에는 수수료안뗀다고 적혀있는데 지금 시국에 코로나 보다 더 심햐 천재지변의 경우가 어디있나요? 고객센는 거의 한달동안 전화도 안받고 한달만에 전화 받고 한다는 소리가 확진자가 있는경우 아니면 수수료 환불 안돼요 시전^^ 그럼 내가 그 상황에 여행가서 코로나 걸렸어야하는건가 다시는 이거 안쓴다	2020-09-27	0	yanolja	0
1	고객센터에 상담직원이 있기는 한겁니까? 이틀째 수십통을 했는데도 연결이 안되는게 말이나 되는건지... 진짜 암 걸리겠네요. 챗봇으로는 상담이 안되는 내용이라 꼭 전화연결을 해야하는데 이틀째 연결이 안되서 지금 이러지도 저러지도 못하는 상황이니 빨리 해결 좀 해주시죠. 오죽하면 여기에 글을 다 씁니다.	2022-04-25	0	yanolja	0
1	구조적으로 리뷰랑 별점으로 좋고 나쁜 곳을 가려낼 수 없습니다. 업주 마음에 안드는 리뷰는 전부 권리침해신고로 내려가기 때문에 결국 좋게 작성한 리뷰만 남게 됩니다. 이의를 제기해도 24일 후에나 재게시되기 때문에 리뷰 상단에서 보여지지 않습니다. 소비자는 좋은 리뷰만 보면서 통수 맞게끔 되어있네요.	2024-09-11	0	yanolja	0
1	15분지났다고 취소안되는 개어이상실	2021-01-14	0	yanolja	0
1	자꾸 강요하냐 별누르라고	2020-10-09	0	yanolja	0
1	35원 자세한 파악이 어려워 고객센터로 연락? 메일?ㅋㅋ 늦장대응 할꺼면서 사람 귀찮게까지 하네 진짜 사탄이냐	2023-08-07	0	yanolja	0
1	Cf 역겨우니까 제발 그만...	2022-08-08	0	yanolja	0
1	별주기도 아깝네요 아니 예약햇는데 예약자확인안하고 야놀자진짜 관리 똑바로하세여	2023-08-13	0	yanolja	0
1	예약했는데 숙박업체에서 가격 잘못 올렸다고 그가격에 입실 못한다고 전화옴. 내가 잘못 예약했었으면 시간 지났다고 환불도 안해줄거면서 어쨌든 입실 전 미리 얘기했으니 취소하거나 돈 더 내는 방법 밖에 없다고 함. 그럼 보상이라도 해달라고 하니까 입실 전에 미리 말한 거라서 그딴 거 없다고 함. 그럼 하루 뒤에 취소 할테니 내일 보상해달라고 하니까 그것도 안된다고 함. 그럼 여기 아니고 다른 곳으로 예약했으면 선착순 쿠폰 받고 예약할 수 있었는데 놓칠 수 있는 건데 그거는 어떻게 책임질 거냐고 물어보니 보상같은 거 절대 못해준다고 함. 그냥 호구됨. 갑질하는 야놀자. 고객이 예약 잘못하면 고객탓, 야놀자가 잘못해도 야놀자 책임없음. 소통은 개뿔 갑질이지.	2021-02-11	0	yanolja	0
1	무슨 전화,카톡 상담 한번 하기가 이렇게 힘든가요? 4시간 이상을 기다려도 전화가 안 되는 건 처음이네요ㅋㅋㅋㅋ 아직 새벽까지 전화 못하는게 어이없네요... 이렇게 기다려야 전화 상담이 가능한 거였나요... 그리고 새벽까지 기다렸다가 결국 돌아오는 답변은 환불불가라네요ㅋ 무슨 연락 안 받은 측에서 이렇게 당당한 거죠?ㅋㅋㅋ	2020-08-05	0	yanolja	0
3	ㅠㅠ😭😢😥난 구글드ㅡㅡ3'ㆍ	2021-09-30	0	yanolja	0
3	좋아융	2022-02-12	0	yanolja	1
1	시간제한이 있는 환불정책. 근데 비회원에게는 예약취소하는게 굉장히 어렵네요. 15분내로 예약취소해야하는건 알았지만 어플에서 예약취소버튼 찾는데 5분, 결국 못찾고 인터넷에 검색해서 방법을 찾았으나 전화를 통해 예약 취소. 전화를 드리니 상담사분이 15분이 넘어 환불이 안된다는 말씀만 주셨네요. 비회원에게도 환불을 쉽게 할 수 있도록 결제페이지로 바로 돌아갈 수 있게 해주시는게 맞지 않나 생각합니다. 물론 어플은 지웠고 다시는 이용하지 않을 예정입니다. 수강료는 13만원으로도 충분한것 같거든요.	2022-08-06	0	yanolja	0
1	업소사정으로 이용못하게되었는데 취소요청은 고객이해야하고 늦은밤 고객센터는 연락이 안되고.. 불편한 경험이었습니다	2021-10-06	0	yanolja	0
1	고개센터 왜있는거에요? 보여주기식? 전화를 2시간넘게 걸어도 바쁘다고 넘어가고 카톡상담도 안받고 숙박어플중에 대기업이라고생각했는데 쓰레기네 진짜 안씀다시는	2020-11-04	0	yanolja	0
1	돈미새	2022-02-06	0	yanolja	0
3	고객센터가 여러군데라 복잡해요	2022-10-06	0	yanolja	0
1	야놀자 절대 쓰지마세요 여러분!! 모텔에서 입실을 안받아줘서 고객센테 전화하니 전화도 안받고 3시간 동안 연락이 안와서 다른 모텔 들어갔는데 그제서야 전화와서 예약 취소가 안되니 환불을 안해준다하고 이미 방을 새로 잡아서 입실했는데 취소 안되니 예약한곳가서 다시 숙박하라하네요 애초에 취소가 안된다고 전화를 했다면 어찌어찌 방법을 찾았을텐데 전화를 20통 멈게해도 안받고 3시간동안 기다려도 안하더니 뒤늦게 뒷북치고 돈도 날로 먹네요 야놀자 TV에서도 방송 땨리고하는 회사인데 고작 고객들 하루 숙박비 눈탱이치고 삼키면서 이놈저놈 피해입히고 회사 키웠나 봅니다 거지근성 제대로인 어플이니 절대 사용하지마세요 남일 아닙니다. 지금 이 순간에도 피해자가 계속 나올겁니다. 절대 사용하지마세요 쓰래기 입니다.	2021-05-21	0	yanolja	0
1	객실이더럽고해서환불할라니깐 한불전화절때안받고 카카오톡도안받고 진짜 고객 불편하게하네요 사장님이랑취소하기로 얘기다했는데취소하면사장님동의하면취소되는버튼을만들어주셔야지 대한민국1등 숙박앱은 제의견상절때아닙니다	2020-08-11	0	yanolja	0
1	모텔 대실 침대더블 두개, 최대 4인이라 적어놓고 정작 메인 페이지에는 3인이상 인당 추가요금 받는다는걸 적혀있지도 않고 구석구석 찾아서 들어가야함. 환불도 없다. 1시간안에 전화해서 취소하는 경우에만 가능하다는데 이것도 구석구석 찾아야 약관 나와있음. 결론은 환불 및 아무럼 보상 없이 금액 100% 날림. 쓰지마라.	2023-12-14	0	yanolja	0
1	감사합니다	2022-02-11	0	yanolja	1
1	가격 좋은곳이 있길래 예약해두고 저녁 9시30분에 숙소 앞에 도착했더니 고객센터에서 전화와서 요금이 잘못 나왔다고 원래요금을 지불하고 묵을건지 취소할건지 정하래요... 야밤에 취소하고 부랴부랴 다른숙소 잡아서 또 지하철 타고 이동했네요 요금 잘못적은건 업체인데 왜 우리가 손해를 봐야하죠??	2020-07-08	0	yanolja	0
2	삭제한지가 언젠데..자꾸 날라오나요!!	2023-03-30	0	yanolja	0
3	다른 이메일로 로그인해서 가입하려고, 몇번이나 핸드폰 인증받기 시도했는데요. 보통 몇 초면 인증문자 오는데, 핸드폰 인증번호 자체가 안 날라옵니다. 차단된 메시지조차 없는데 하염없이 인증문자가 오기만을 기다려야해요. 이 부분은 문제가 좀 있다고 봐요. 개선해주셔야 할 것 같습니다.	2024-03-17	0	yanolja	0
1	자체 규정이랍시고 부당한 대우로 사람 귀찮게 만듦	2020-09-21	0	yanolja	0
1	고객센터 최악 응대직원은 신경질적이고 늦은 해결로 취소 수수료 3배로 냈내요	2023-08-15	0	yanolja	0
1	업데이트 할때마다 앱의 질이 떨어지는거 같아요 쿠폰할인도 통신사할인도 이제 쓰지도 못하고 ㅋㅋ... 이래서야 앱을 쓰는 의미가 없네요 종종 숙박업소에서도 야놀자로 예약했다고 불이익을 주는 일도 있었는데 이젠 이득이 없어서 쓸 필요가 없네요	2020-07-03	0	yanolja	0
1	놀카드 만들게 하더만... 항공권 결제 혜택 놀카드 다 중단해버리고.. 진심 양아치 같음...	2024-09-24	0	yanolja	0
1	호텔스닷컴 같이 스탬프제도 있나요? 10박에 1박 무료?	2021-07-15	0	yanolja	0
1	계속어플이꺼짐 다시깔아도안되고 폰을껐다켜도안됨	2020-04-28	0	yanolja	0
2	예약 불가인곳은좀 안나오기 못하나요? 그쉬운걸 못하네.... 예약 마감된곳은 왜 띄워 놓는지 이유를 모르겠음	2021-06-06	0	yanolja	0
1	고객센터에 연락이 불가능한 사기앱	2021-05-27	0	yanolja	0
3	업체 위치 확인을 클릭하면 처음으로 다시 돌아가요	2020-04-25	0	yanolja	0
3	시스템 오류나 문제가 발생하는 내용을 확인할 수 없는게 가장 큰 문제네요.	2023-06-06	0	yanolja	0
1	쓰레기앱	2020-10-20	0	yanolja	0
1	본인인증 안됩니다.빠른 해결 바랍니다.	2022-09-08	0	yanolja	0
1	오늘은 앱중단되서 안들어가지네요	2020-04-28	0	yanolja	0
1	숙박시설 리뷰 올릴때 무작정 디스 한것도 아니고 장단점 정확히 적어올린것 뿐인데 지들 마음에 안든다고 권리침해신고했다고 차단하는건 도대체 뭡니까? 이럴거면 리뷰 시스템은 왜있어요? 안좋은 리뷰는 다 없앨거 같으면	2021-01-28	0	yanolja	0
1	기상악화 같은 상황에서 수수료환불규정이 없음	2023-12-30	0	yanolja	0
1	야놀자 환불 안됨 예약 숙박업소도 동의해도 안해줌 일단 지들 한테 결제 떨어진건 고객 사정이 어쨋든 배째라식 운영 싸가지없이 응대하는 상담원 몇마디 듣고 빡쳐서 다신 안씀	2020-12-03	0	yanolja	0
1	아니 이벤트혜택알림 전부껏는데 알림이자꾸 뜨는건 무슨경우입니까? 대체어떻게해야지 알림글이 안뜨는겁니까?어이가없네요.	2021-10-08	0	yanolja	0
1	대기예약이라도 적어도 일주일안에는 중간상황이나 결과를 알아야 다른 숙소를 대비하도하지. 고객센터 문의해도 상담원이 홈페이지에 써있는 ai답변만하고 그냥 챗봇으로 다 바꿔도될듯. 적어도 해당부서에 전달하겠다라도하든지.. 카드결제는 전액 다 받아놓고. 그냥 취소하고 탈퇴한다	2024-07-08	0	yanolja	0
